cp	hex	char	name	category	eaw	cells	block	ghostty	used_face	packed_scale	packed_class	packed_density	packed_overflow_cells	packed_ink_width_cells	packed_raster	roomy_scale	roomy_class	roomy_density	roomy_overflow_cells	roomy_ink_width_cells	roomy_raster
712	U+02C8	ˈ	MODIFIER LETTER VERTICAL LINE	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0130	0.0000	0.1351	.rasters/4x/packed/02/02c8.png	1.0000	narrow	0.0130	0.0000	0.1351	.rasters/4x/roomy/02/02c8.png
713	U+02C9	ˉ	MODIFIER LETTER MACRON	Lm	A	1	Spacing Modifier Letters	JetBrains Mono	JetBrainsMono NF Regular	1.0000	narrow	0.0252	0.0000	0.5946	.rasters/4x/packed/02/02c9.png	1.0000	narrow	0.0252	0.0000	0.5946	.rasters/4x/roomy/02/02c9.png
714	U+02CA	ˊ	MODIFIER LETTER ACUTE ACCENT	Lm	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0142	0.0000	0.3514	.rasters/4x/packed/02/02ca.png	1.0000	narrow	0.0142	0.0000	0.3514	.rasters/4x/roomy/02/02ca.png
715	U+02CB	ˋ	MODIFIER LETTER GRAVE ACCENT	Lm	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/packed/02/02cb.png	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/roomy/02/02cb.png
716	U+02CC	ˌ	MODIFIER LETTER LOW VERTICAL LINE	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0130	0.0000	0.1351	.rasters/4x/packed/02/02cc.png	1.0000	narrow	0.0130	0.0000	0.1351	.rasters/4x/roomy/02/02cc.png
717	U+02CD	ˍ	MODIFIER LETTER LOW MACRON	Lm	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0190	0.0000	0.5676	.rasters/4x/packed/02/02cd.png	1.0000	narrow	0.0190	0.0000	0.5676	.rasters/4x/roomy/02/02cd.png
718	U+02CE	ˎ	MODIFIER LETTER LOW GRAVE ACCENT	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/packed/02/02ce.png	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/roomy/02/02ce.png
719	U+02CF	ˏ	MODIFIER LETTER LOW ACUTE ACCENT	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0142	0.0000	0.3514	.rasters/4x/packed/02/02cf.png	1.0000	narrow	0.0142	0.0000	0.3514	.rasters/4x/roomy/02/02cf.png
720	U+02D0	ː	MODIFIER LETTER TRIANGULAR COLON	Lm	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0193	0.0000	0.2162	.rasters/4x/packed/02/02d0.png	1.0000	narrow	0.0193	0.0000	0.2162	.rasters/4x/roomy/02/02d0.png
721	U+02D1	ˑ	MODIFIER LETTER HALF TRIANGULAR COLON	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0097	0.0000	0.2162	.rasters/4x/packed/02/02d1.png	1.0000	narrow	0.0097	0.0000	0.2162	.rasters/4x/roomy/02/02d1.png
722	U+02D2	˒	MODIFIER LETTER CENTRED RIGHT HALF RING	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0123	0.0000	0.1892	.rasters/4x/packed/02/02d2.png	1.0000	narrow	0.0123	0.0000	0.1892	.rasters/4x/roomy/02/02d2.png
723	U+02D3	˓	MODIFIER LETTER CENTRED LEFT HALF RING	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0123	0.0000	0.1892	.rasters/4x/packed/02/02d3.png	1.0000	narrow	0.0123	0.0000	0.1892	.rasters/4x/roomy/02/02d3.png
724	U+02D4	˔	MODIFIER LETTER UP TACK	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0204	0.0000	0.4054	.rasters/4x/packed/02/02d4.png	1.0000	narrow	0.0204	0.0000	0.4054	.rasters/4x/roomy/02/02d4.png
725	U+02D5	˕	MODIFIER LETTER DOWN TACK	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0204	0.0000	0.4054	.rasters/4x/packed/02/02d5.png	1.0000	narrow	0.0204	0.0000	0.4054	.rasters/4x/roomy/02/02d5.png
726	U+02D6	˖	MODIFIER LETTER PLUS SIGN	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0263	0.0000	0.4054	.rasters/4x/packed/02/02d6.png	1.0000	narrow	0.0263	0.0000	0.4054	.rasters/4x/roomy/02/02d6.png
727	U+02D7	˗	MODIFIER LETTER MINUS SIGN	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0190	0.0000	0.5676	.rasters/4x/packed/02/02d7.png	1.0000	narrow	0.0190	0.0000	0.5676	.rasters/4x/roomy/02/02d7.png
728	U+02D8	˘	BREVE	Sk	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0436	0.0000	0.5405	.rasters/4x/packed/02/02d8.png	1.0000	narrow	0.0436	0.0000	0.5405	.rasters/4x/roomy/02/02d8.png
729	U+02D9	˙	DOT ABOVE	Sk	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0252	0.0000	0.2973	.rasters/4x/packed/02/02d9.png	1.0000	narrow	0.0252	0.0000	0.2973	.rasters/4x/roomy/02/02d9.png
730	U+02DA	˚	RING ABOVE	Sk	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0741	0.0000	0.5405	.rasters/4x/packed/02/02da.png	1.0000	narrow	0.0741	0.0000	0.5405	.rasters/4x/roomy/02/02da.png
731	U+02DB	˛	OGONEK	Sk	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0386	0.0000	0.4595	.rasters/4x/packed/02/02db.png	1.0000	narrow	0.0386	0.0000	0.4595	.rasters/4x/roomy/02/02db.png
732	U+02DC	˜	SMALL TILDE	Sk	N	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0472	0.0000	0.6216	.rasters/4x/packed/02/02dc.png	1.0000	narrow	0.0472	0.0000	0.6216	.rasters/4x/roomy/02/02dc.png
733	U+02DD	˝	DOUBLE ACUTE ACCENT	Sk	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0568	0.0000	0.8378	.rasters/4x/packed/02/02dd.png	1.0000	narrow	0.0568	0.0000	0.8378	.rasters/4x/roomy/02/02dd.png
734	U+02DE	˞	MODIFIER LETTER RHOTIC HOOK	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0176	0.0000	0.3784	.rasters/4x/packed/02/02de.png	1.0000	narrow	0.0176	0.0000	0.3784	.rasters/4x/roomy/02/02de.png
735	U+02DF	˟	MODIFIER LETTER CROSS ACCENT	Sk	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0597	0.0000	0.6757	.rasters/4x/packed/02/02df.png	1.0000	narrow	0.0597	0.0000	0.6757	.rasters/4x/roomy/02/02df.png
736	U+02E0	ˠ	MODIFIER LETTER SMALL GAMMA	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0599	0.0000	0.5946	.rasters/4x/packed/02/02e0.png	1.0000	narrow	0.0599	0.0000	0.5946	.rasters/4x/roomy/02/02e0.png
737	U+02E1	ˡ	MODIFIER LETTER SMALL L	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0438	0.0000	0.5405	.rasters/4x/packed/02/02e1.png	1.0000	narrow	0.0438	0.0000	0.5405	.rasters/4x/roomy/02/02e1.png
738	U+02E2	ˢ	MODIFIER LETTER SMALL S	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0559	0.0000	0.5135	.rasters/4x/packed/02/02e2.png	1.0000	narrow	0.0559	0.0000	0.5135	.rasters/4x/roomy/02/02e2.png
739	U+02E3	ˣ	MODIFIER LETTER SMALL X	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0627	0.0000	0.5676	.rasters/4x/packed/02/02e3.png	1.0000	narrow	0.0627	0.0000	0.5676	.rasters/4x/roomy/02/02e3.png
740	U+02E4	ˤ	MODIFIER LETTER SMALL REVERSED GLOTTAL STOP	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0523	0.0000	0.5676	.rasters/4x/packed/02/02e4.png	1.0000	narrow	0.0523	0.0000	0.5676	.rasters/4x/roomy/02/02e4.png
741	U+02E5	˥	MODIFIER LETTER EXTRA-HIGH TONE BAR	Sk	N	1	Spacing Modifier Letters	MesloLGLDZ Nerd Font Mono	MesloLGLDZ Nerd Font Mono Regular	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/packed/02/02e5.png	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/roomy/02/02e5.png
742	U+02E6	˦	MODIFIER LETTER HIGH TONE BAR	Sk	N	1	Spacing Modifier Letters	MesloLGLDZ Nerd Font Mono	MesloLGLDZ Nerd Font Mono Regular	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/packed/02/02e6.png	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/roomy/02/02e6.png
743	U+02E7	˧	MODIFIER LETTER MID TONE BAR	Sk	N	1	Spacing Modifier Letters	MesloLGLDZ Nerd Font Mono	MesloLGLDZ Nerd Font Mono Regular	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/packed/02/02e7.png	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/roomy/02/02e7.png
744	U+02E8	˨	MODIFIER LETTER LOW TONE BAR	Sk	N	1	Spacing Modifier Letters	MesloLGLDZ Nerd Font Mono	MesloLGLDZ Nerd Font Mono Regular	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/packed/02/02e8.png	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/roomy/02/02e8.png
745	U+02E9	˩	MODIFIER LETTER EXTRA-LOW TONE BAR	Sk	N	1	Spacing Modifier Letters	MesloLGLDZ Nerd Font Mono	MesloLGLDZ Nerd Font Mono Regular	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/packed/02/02e9.png	1.0000	narrow	0.0900	0.0000	0.6216	.rasters/4x/roomy/02/02e9.png
746	U+02EA	˪	MODIFIER LETTER YIN DEPARTING TONE MARK	Sk	N	1	Spacing Modifier Letters	Monaco	Monaco	1.0000	narrow	0.0480	0.0000	0.5135	.rasters/4x/packed/02/02ea.png	1.0000	narrow	0.0480	0.0000	0.5135	.rasters/4x/roomy/02/02ea.png
747	U+02EB	˫	MODIFIER LETTER YANG DEPARTING TONE MARK	Sk	N	1	Spacing Modifier Letters	Monaco	Monaco	1.0000	narrow	0.0480	0.0000	0.5135	.rasters/4x/packed/02/02eb.png	1.0000	narrow	0.0480	0.0000	0.5135	.rasters/4x/roomy/02/02eb.png
748	U+02EC	ˬ	MODIFIER LETTER VOICING	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0243	0.0000	0.5676	.rasters/4x/packed/02/02ec.png	1.0000	narrow	0.0243	0.0000	0.5676	.rasters/4x/roomy/02/02ec.png
749	U+02ED	˭	MODIFIER LETTER UNASPIRATED	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0380	0.0000	0.5676	.rasters/4x/packed/02/02ed.png	1.0000	narrow	0.0380	0.0000	0.5676	.rasters/4x/roomy/02/02ed.png
750	U+02EE	ˮ	MODIFIER LETTER DOUBLE APOSTROPHE	Lm	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0611	0.0000	0.7568	.rasters/4x/packed/02/02ee.png	1.0000	narrow	0.0611	0.0000	0.7568	.rasters/4x/roomy/02/02ee.png
751	U+02EF	˯	MODIFIER LETTER LOW DOWN ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0191	0.0000	0.4054	.rasters/4x/packed/02/02ef.png	1.0000	narrow	0.0191	0.0000	0.4054	.rasters/4x/roomy/02/02ef.png
752	U+02F0	˰	MODIFIER LETTER LOW UP ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0191	0.0000	0.4054	.rasters/4x/packed/02/02f0.png	1.0000	narrow	0.0191	0.0000	0.4054	.rasters/4x/roomy/02/02f0.png
753	U+02F1	˱	MODIFIER LETTER LOW LEFT ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0191	0.0000	0.2973	.rasters/4x/packed/02/02f1.png	1.0000	narrow	0.0191	0.0000	0.2973	.rasters/4x/roomy/02/02f1.png
754	U+02F2	˲	MODIFIER LETTER LOW RIGHT ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0191	0.0000	0.2973	.rasters/4x/packed/02/02f2.png	1.0000	narrow	0.0191	0.0000	0.2973	.rasters/4x/roomy/02/02f2.png
755	U+02F3	˳	MODIFIER LETTER LOW RING	Sk	N	1	Spacing Modifier Letters	JetBrains Mono	JetBrainsMono NF Regular	1.0000	narrow	0.0339	0.0000	0.4324	.rasters/4x/packed/02/02f3.png	1.0000	narrow	0.0339	0.0000	0.4324	.rasters/4x/roomy/02/02f3.png
756	U+02F4	˴	MODIFIER LETTER MIDDLE GRAVE ACCENT	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/packed/02/02f4.png	1.0000	narrow	0.0143	0.0000	0.3514	.rasters/4x/roomy/02/02f4.png
757	U+02F5	˵	MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0262	0.0000	0.5676	.rasters/4x/packed/02/02f5.png	1.0000	narrow	0.0262	0.0000	0.5676	.rasters/4x/roomy/02/02f5.png
758	U+02F6	˶	MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0262	0.0000	0.5676	.rasters/4x/packed/02/02f6.png	1.0000	narrow	0.0262	0.0000	0.5676	.rasters/4x/roomy/02/02f6.png
759	U+02F7	˷	MODIFIER LETTER LOW TILDE	Sk	N	1	Spacing Modifier Letters	JetBrains Mono	JetBrainsMono NF Regular	1.0000	narrow	0.0313	0.0000	0.6486	.rasters/4x/packed/02/02f7.png	1.0000	narrow	0.0313	0.0000	0.6486	.rasters/4x/roomy/02/02f7.png
760	U+02F8	˸	MODIFIER LETTER RAISED COLON	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0480	0.0000	0.2973	.rasters/4x/packed/02/02f8.png	1.0000	narrow	0.0480	0.0000	0.2973	.rasters/4x/roomy/02/02f8.png
761	U+02F9	˹	MODIFIER LETTER BEGIN HIGH TONE	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0152	0.0000	0.2703	.rasters/4x/packed/02/02f9.png	1.0000	narrow	0.0152	0.0000	0.2703	.rasters/4x/roomy/02/02f9.png
762	U+02FA	˺	MODIFIER LETTER END HIGH TONE	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0152	0.0000	0.2432	.rasters/4x/packed/02/02fa.png	1.0000	narrow	0.0152	0.0000	0.2432	.rasters/4x/roomy/02/02fa.png
763	U+02FB	˻	MODIFIER LETTER BEGIN LOW TONE	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0151	0.0000	0.2703	.rasters/4x/packed/02/02fb.png	1.0000	narrow	0.0151	0.0000	0.2703	.rasters/4x/roomy/02/02fb.png
764	U+02FC	˼	MODIFIER LETTER END LOW TONE	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0152	0.0000	0.2432	.rasters/4x/packed/02/02fc.png	1.0000	narrow	0.0152	0.0000	0.2432	.rasters/4x/roomy/02/02fc.png
765	U+02FD	˽	MODIFIER LETTER SHELF	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0336	0.0000	0.5676	.rasters/4x/packed/02/02fd.png	1.0000	narrow	0.0336	0.0000	0.5676	.rasters/4x/roomy/02/02fd.png
766	U+02FE	˾	MODIFIER LETTER OPEN SHELF	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0274	0.0000	0.5676	.rasters/4x/packed/02/02fe.png	1.0000	narrow	0.0274	0.0000	0.5676	.rasters/4x/roomy/02/02fe.png
767	U+02FF	˿	MODIFIER LETTER LOW LEFT ARROW	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0391	0.0000	0.5405	.rasters/4x/packed/02/02ff.png	1.0000	narrow	0.0391	0.0000	0.5405	.rasters/4x/roomy/02/02ff.png
880	U+0370	Ͱ	GREEK CAPITAL LETTER HETA	Lu	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1220	0.0000	0.7568	.rasters/4x/packed/03/0370.png	1.0000	narrow	0.1220	0.0000	0.7568	.rasters/4x/roomy/03/0370.png
881	U+0371	ͱ	GREEK SMALL LETTER HETA	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1028	0.0000	0.8108	.rasters/4x/packed/03/0371.png	1.0000	narrow	0.1028	0.0000	0.8108	.rasters/4x/roomy/03/0371.png
882	U+0372	Ͳ	GREEK CAPITAL LETTER ARCHAIC SAMPI	Lu	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	overlarge	0.1770	0.0541	1.0270	.rasters/4x/packed/03/0372.png	1.0000	overlarge	0.1770	0.0541	1.0270	.rasters/4x/roomy/03/0372.png
883	U+0373	ͳ	GREEK SMALL LETTER ARCHAIC SAMPI	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	overlarge	0.1401	0.0541	1.0270	.rasters/4x/packed/03/0373.png	1.0000	overlarge	0.1401	0.0541	1.0270	.rasters/4x/roomy/03/0373.png
884	U+0374	ʹ	GREEK NUMERAL SIGN	Lm	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0469	0.0000	0.2432	.rasters/4x/packed/03/0374.png	1.0000	narrow	0.0469	0.0000	0.2432	.rasters/4x/roomy/03/0374.png
885	U+0375	͵	GREEK LOWER NUMERAL SIGN	Sk	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0469	0.0000	0.2432	.rasters/4x/packed/03/0375.png	1.0000	narrow	0.0469	0.0000	0.2432	.rasters/4x/roomy/03/0375.png
886	U+0376	Ͷ	GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA	Lu	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.2487	0.0000	0.8649	.rasters/4x/packed/03/0376.png	1.0000	narrow	0.2487	0.0000	0.8649	.rasters/4x/roomy/03/0376.png
887	U+0377	ͷ	GREEK SMALL LETTER PAMPHYLIAN DIGAMMA	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1894	0.0000	0.8649	.rasters/4x/packed/03/0377.png	1.0000	narrow	0.1894	0.0000	0.8649	.rasters/4x/roomy/03/0377.png
890	U+037A	ͺ	GREEK YPOGEGRAMMENI	Lm	N	1	Greek and Coptic	Courier New	Courier New	1.0000	narrow	0.0185	0.0000	0.2703	.rasters/4x/packed/03/037a.png	1.0000	narrow	0.0185	0.0000	0.2703	.rasters/4x/roomy/03/037a.png
891	U+037B	ͻ	GREEK SMALL REVERSED LUNATE SIGMA SYMBOL	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1252	0.0000	0.8108	.rasters/4x/packed/03/037b.png	1.0000	narrow	0.1252	0.0000	0.8108	.rasters/4x/roomy/03/037b.png
892	U+037C	ͼ	GREEK SMALL DOTTED LUNATE SIGMA SYMBOL	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1465	0.0000	0.8378	.rasters/4x/packed/03/037c.png	1.0000	narrow	0.1465	0.0000	0.8378	.rasters/4x/roomy/03/037c.png
893	U+037D	ͽ	GREEK SMALL REVERSED DOTTED LUNATE SIGMA SYMBOL	Ll	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1440	0.0000	0.8108	.rasters/4x/packed/03/037d.png	1.0000	narrow	0.1440	0.0000	0.8108	.rasters/4x/roomy/03/037d.png
894	U+037E	;	GREEK QUESTION MARK	Po	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0758	0.0000	0.3514	.rasters/4x/packed/03/037e.png	1.0000	narrow	0.0758	0.0000	0.3514	.rasters/4x/roomy/03/037e.png
895	U+037F	Ϳ	GREEK CAPITAL LETTER YOT	Lu	N	1	Greek and Coptic	FiraCode Nerd Font Mono	FiraCode Nerd Font Mono Reg	1.0000	narrow	0.1441	0.0000	0.8378	.rasters/4x/packed/03/037f.png	1.0000	narrow	0.1441	0.0000	0.8378	.rasters/4x/roomy/03/037f.png
900	U+0384	΄	GREEK TONOS	Sk	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0284	0.0000	0.4324	.rasters/4x/packed/03/0384.png	1.0000	narrow	0.0284	0.0000	0.4324	.rasters/4x/roomy/03/0384.png
901	U+0385	΅	GREEK DIALYTIKA TONOS	Sk	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0746	0.0000	1.0000	.rasters/4x/packed/03/0385.png	1.0000	narrow	0.0746	0.0000	1.0000	.rasters/4x/roomy/03/0385.png
902	U+0386	Ά	GREEK CAPITAL LETTER ALPHA WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2317	0.0000	1.0270	.rasters/4x/packed/03/0386.png	1.0000	narrow	0.2317	0.0000	1.0270	.rasters/4x/roomy/03/0386.png
903	U+0387	·	GREEK ANO TELEIA	Po	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0273	0.0000	0.2973	.rasters/4x/packed/03/0387.png	1.0000	narrow	0.0273	0.0000	0.2973	.rasters/4x/roomy/03/0387.png
904	U+0388	Έ	GREEK CAPITAL LETTER EPSILON WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2041	0.0000	1.2973	.rasters/4x/packed/03/0388.png	1.0000	narrow	0.2041	0.0000	1.2973	.rasters/4x/roomy/03/0388.png
905	U+0389	Ή	GREEK CAPITAL LETTER ETA WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2208	0.0000	1.2973	.rasters/4x/packed/03/0389.png	1.0000	narrow	0.2208	0.0000	1.2973	.rasters/4x/roomy/03/0389.png
906	U+038A	Ί	GREEK CAPITAL LETTER IOTA WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1676	0.0000	1.1892	.rasters/4x/packed/03/038a.png	1.0000	narrow	0.1676	0.0000	1.1892	.rasters/4x/roomy/03/038a.png
908	U+038C	Ό	GREEK CAPITAL LETTER OMICRON WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2356	0.0000	1.2162	.rasters/4x/packed/03/038c.png	1.0000	narrow	0.2356	0.0000	1.2162	.rasters/4x/roomy/03/038c.png
910	U+038E	Ύ	GREEK CAPITAL LETTER UPSILON WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1604	0.0000	1.4595	.rasters/4x/packed/03/038e.png	1.0000	narrow	0.1604	0.0000	1.4595	.rasters/4x/roomy/03/038e.png
911	U+038F	Ώ	GREEK CAPITAL LETTER OMEGA WITH TONOS	Lu	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2474	0.0000	1.2703	.rasters/4x/packed/03/038f.png	1.0000	narrow	0.2474	0.0000	1.2703	.rasters/4x/roomy/03/038f.png
912	U+0390	ΐ	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS	Ll	N	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1621	0.0000	1.0000	.rasters/4x/packed/03/0390.png	1.0000	narrow	0.1621	0.0000	1.0000	.rasters/4x/roomy/03/0390.png
913	U+0391	Α	GREEK CAPITAL LETTER ALPHA	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2081	0.0000	0.9189	.rasters/4x/packed/03/0391.png	1.0000	narrow	0.2081	0.0000	0.9189	.rasters/4x/roomy/03/0391.png
914	U+0392	Β	GREEK CAPITAL LETTER BETA	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2616	0.0000	0.8378	.rasters/4x/packed/03/0392.png	1.0000	narrow	0.2616	0.0000	0.8378	.rasters/4x/roomy/03/0392.png
915	U+0393	Γ	GREEK CAPITAL LETTER GAMMA	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1363	0.0000	0.8378	.rasters/4x/packed/03/0393.png	1.0000	narrow	0.1363	0.0000	0.8378	.rasters/4x/roomy/03/0393.png
916	U+0394	Δ	GREEK CAPITAL LETTER DELTA	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2194	0.0000	0.9189	.rasters/4x/packed/03/0394.png	1.0000	narrow	0.2194	0.0000	0.9189	.rasters/4x/roomy/03/0394.png
917	U+0395	Ε	GREEK CAPITAL LETTER EPSILON	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2035	0.0000	0.8378	.rasters/4x/packed/03/0395.png	1.0000	narrow	0.2035	0.0000	0.8378	.rasters/4x/roomy/03/0395.png
918	U+0396	Ζ	GREEK CAPITAL LETTER ZETA	Lu	A	1	Greek and Coptic	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2010	0.0000	0.9189	.rasters/4x/packed/03/0396.png	1.0000	narrow	0.2010	0.0000	0.9189	.rasters/4x/roomy/03/0396.png
